Itinerary,Total Amount,Carrier,Brand Name,Carry On Allowance,Checked Bag Allowance,Seat Selection,Cancellation,Advance Change,Seat Pitch,Seat Type,Direct Aisle Access,Portion Shelves,wifis_quality,fresh_foods_quality
DCA/20200731 06:15/DL2644/OP DL2644/Y/20200731 07:36/DTW~DTW/20200731 09:00/DL0557/OP DL0557/Y/20200731 12:15/MEX~MEX/20200731 14:25/AM0336/OP AM0336/Y/20200731 15:58/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200801 06:00/DL2644/OP DL2644/Y/20200801 07:30/DTW~DTW/20200801 08:59/DL0557/OP DL0557/Y/20200801 12:20/MEX~MEX/20200801 14:20/AM0336/OP AM0336/Y/20200801 16:00/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~better,standard~standard~standard,
DCA/20200802 20:12/DL2363/OP DL2363/Y/20200802 21:55/DTW~DTW/20200803 08:59/DL0557/OP DL0557/Y/20200803 12:20/MEX~MEX/20200804 07:00/AM0330/OP AM0330/Y/20200804 08:45/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:12/DL2363/OP DL2363/Y/20200802 21:55/DTW~DTW/20200803 08:59/DL0557/OP DL0557/Y/20200803 12:20/MEX~MEX/20200804 11:05/AM0332/OP AM0332/Y/20200804 12:45/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200731 15:30/DL1211/OP DL1211/Y/20200731 16:57/DTW~DTW/20200801 08:59/DL0557/OP DL0557/Y/20200801 12:20/MEX~MEX/20200801 14:20/AM0336/OP AM0336/Y/20200801 16:00/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~better,standard~standard~standard,
DCA/20200729 06:15/DL2644/OP DL2644/Y/20200729 07:36/DTW~DTW/20200729 09:00/DL0557/OP DL0557/Y/20200729 12:15/MEX~MEX/20200729 16:50/AM0338/OP AM0338/Y/20200729 18:31/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200731 06:15/DL2644/OP DL2644/Y/20200731 07:36/DTW~DTW/20200731 09:00/DL0557/OP DL0557/Y/20200731 12:15/MEX~MEX/20200731 16:50/AM0338/OP AM0338/Y/20200731 18:31/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
IAD/20200801 05:45/DL2516/OP DL2516/Y/20200801 07:23/ATL~ATL/20200801 10:03/DL0397/OP DL0397/Y/20200801 12:50/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
IAD/20200802 05:45/DL2516/OP DL2516/Y/20200802 07:23/ATL~ATL/20200802 10:03/DL0397/OP DL0397/Y/20200802 12:50/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
IAD/20200801 07:30/DL0860/OP DL0860/Y/20200801 10:03/SLC~SLC/20200801 11:15/DL0707/OP DL0707/Y/20200801 15:44/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 06:59/DL2049/OP DL2049/Y/20200801 08:59/ATL~ATL/20200801 10:03/DL0397/OP DL0397/Y/20200801 12:50/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 06:59/DL2049/OP DL2049/Y/20200802 08:59/ATL~ATL/20200802 10:03/DL0397/OP DL0397/Y/20200802 12:50/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 06:00/DL2333/OP DL2333/Y/20200801 07:45/ATL~ATL/20200801 10:03/DL0397/OP DL0397/Y/20200801 12:50/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 06:00/DL2333/OP DL2333/Y/20200802 07:45/ATL~ATL/20200802 10:03/DL0397/OP DL0397/Y/20200802 12:50/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 20:06/DL2093/OP DL2093/Y/20200802 22:06/ATL~ATL/20200803 08:26/DL0334/OP DL0334/Y/20200803 10:55/MEX~MEX/20200803 12:45/DL8141/OP AM0334/Y/20200803 14:15/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~better,standard~standard~standard,
DCA/20200802 13:13/DL2985/OP DL2985/Y/20200802 15:16/ATL~ATL/20200802 17:03/DL0359/OP DL0359/Y/20200802 19:40/MEX~MEX/20200802 21:05/DL8141/OP AM0340/Y/20200802 22:55/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200729 07:00/DL2049/OP DL2049/Y/20200729 08:44/ATL~ATL/20200729 09:53/DL0363/OP DL0363/Y/20200729 12:15/MEX~MEX/20200729 14:25/DL7984/OP AM0336/Y/20200729 15:58/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200730 07:00/DL2049/OP DL2049/Y/20200730 08:44/ATL~ATL/20200730 09:53/DL0363/OP DL0363/Y/20200730 12:15/MEX~MEX/20200730 14:25/DL7984/OP AM0336/Y/20200730 15:58/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200731 07:00/DL2049/OP DL2049/Y/20200731 08:44/ATL~ATL/20200731 09:53/DL0363/OP DL0363/Y/20200731 12:15/MEX~MEX/20200731 14:25/DL7984/OP AM0336/Y/20200731 15:58/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200801 06:00/DL2333/OP DL2333/Y/20200801 07:45/ATL~ATL/20200801 08:26/DL0334/OP DL0334/Y/20200801 10:55/MEX~MEX/20200801 12:45/DL8141/OP AM0334/Y/20200801 14:15/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~better,standard~standard~standard,
DCA/20200801 06:59/DL2049/OP DL2049/Y/20200801 08:59/ATL~ATL/20200801 09:56/DL0363/OP DL0363/Y/20200801 12:30/MEX~MEX/20200801 14:20/DL7984/OP AM0336/Y/20200801 16:00/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~better,standard~standard~standard,
DCA/20200802 06:00/DL2333/OP DL2333/Y/20200802 07:45/ATL~ATL/20200802 08:26/DL0334/OP DL0334/Y/20200802 10:55/MEX~MEX/20200802 12:45/DL9105/OP AM0334/Y/20200802 14:15/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~better,standard~standard~standard,
DCA/20200802 06:59/DL2049/OP DL2049/Y/20200802 08:59/ATL~ATL/20200802 09:56/DL0363/OP DL0363/Y/20200802 12:30/MEX~MEX/20200802 14:20/DL7984/OP AM0336/Y/20200802 16:00/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 08:00/DL2211/OP DL2211/Y/20200802 09:53/ATL~ATL/20200802 12:38/DL0365/OP DL0365/Y/20200802 15:10/MEX~MEX/20200802 16:50/DL8994/OP AM0338/Y/20200802 18:34/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 12:13/DL2220/OP DL2220/Y/20200802 14:08/ATL~ATL/20200802 17:03/DL0359/OP DL0359/Y/20200802 19:40/MEX~MEX/20200802 21:05/DL8141/OP AM0340/Y/20200802 22:55/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200731 18:40/DL0955/OP DL0955/Y/20200731 20:24/ATL~ATL/20200801 08:26/DL0334/OP DL0334/Y/20200801 10:55/MEX~MEX/20200801 12:45/DL8141/OP AM0334/Y/20200801 14:15/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~better,standard~standard~standard,
DCA/20200801 08:00/DL2211/OP DL2211/Y/20200801 09:53/ATL~ATL/20200801 12:38/DL0365/OP DL0365/Y/20200801 15:10/MEX~MEX/20200801 16:50/DL9103/OP AM0338/Y/20200801 18:34/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200801 19:08/DL2079/OP DL2079/Y/20200801 21:07/ATL~ATL/20200802 08:26/DL0334/OP DL0334/Y/20200802 10:55/MEX~MEX/20200802 12:45/DL9105/OP AM0334/Y/20200802 14:15/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~better,standard~standard~standard,
DCA/20200802 06:00/DL2333/OP DL2333/Y/20200802 07:45/ATL~ATL/20200802 08:26/DL0334/OP DL0334/Y/20200802 10:55/MEX~MEX/20200802 14:20/DL7984/OP AM0336/Y/20200802 16:00/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 06:00/DL2333/OP DL2333/Y/20200802 07:45/ATL~ATL/20200802 09:56/DL0363/OP DL0363/Y/20200802 12:30/MEX~MEX/20200802 14:20/DL7984/OP AM0336/Y/20200802 16:00/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:06/DL2093/OP DL2093/Y/20200802 22:06/ATL~ATL/20200803 08:26/DL0334/OP DL0334/Y/20200803 10:55/MEX~MEX/20200803 14:20/DL7984/OP AM0336/Y/20200803 16:00/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:06/DL2093/OP DL2093/Y/20200802 22:06/ATL~ATL/20200803 09:56/DL0363/OP DL0363/Y/20200803 12:30/MEX~MEX/20200803 14:20/DL7984/OP AM0336/Y/20200803 16:00/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200729 18:40/DL0955/OP DL0955/Y/20200729 20:24/ATL~ATL/20200730 09:53/DL0363/OP DL0363/Y/20200730 12:15/MEX~MEX/20200730 14:25/DL7984/OP AM0336/Y/20200730 15:58/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200801 06:00/DL2333/OP DL2333/Y/20200801 07:45/ATL~ATL/20200801 08:26/DL0334/OP DL0334/Y/20200801 10:55/MEX~MEX/20200801 14:20/DL7984/OP AM0336/Y/20200801 16:00/PVR-DL KNNL0NMM SAP PUBLIC,344.00 USD,DL,MAIN CABIN,See rules,1st for USD30  - 2nd for USD55,Anytime,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~better,standard~standard~standard,
