Itinerary,Total Amount,Carrier,Brand Name,Carry On Allowance,Checked Bag Allowance,Seat Selection,Cancellation,Advance Change,Seat Pitch,Seat Type,Direct Aisle Access,Portion Shelves,wifis_quality,fresh_foods_quality
DCA/20200802 15:35/DL5969/OP DL5969/Y/20200802 16:59/LGA~LGA/20200802 19:29/DL1179/OP DL1179/Y/20200802 22:51/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
DCA/20200802 07:59/DL5906/OP DL5906/Y/20200802 09:25/LGA~LGA/20200802 11:21/DL1153/OP DL1153/Y/20200802 14:48/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
DCA/20200802 13:40/DL5929/OP DL5929/Y/20200802 15:12/LGA~LGA/20200802 17:29/DL1254/OP DL1254/Y/20200802 20:57/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
DCA/20200801 08:00/DL5906/OP DL5906/Y/20200801 09:24/LGA~LGA/20200801 11:21/DL1153/OP DL1153/Y/20200801 14:48/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
DCA/20200801 13:40/DL5929/OP DL5929/Y/20200801 15:11/LGA~LGA/20200801 17:29/DL1254/OP DL1254/Y/20200801 20:57/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
DCA/20200802 10:59/DL5931/OP DL5931/Y/20200802 12:23/LGA~LGA/20200802 15:31/DL1238/OP DL1238/Y/20200802 18:56/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
DCA/20200801 10:59/DL5931/OP DL5931/Y/20200801 12:20/LGA~LGA/20200801 15:31/DL1238/OP DL1238/Y/20200801 18:56/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
DCA/20200801 18:10/DL5060/OP DL5060/Y/20200801 19:49/JFK~JFK/20200801 20:58/DL1222/OP DL1222/Y/20200802 00:13/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
DCA/20200802 18:15/DL5060/OP DL5060/Y/20200802 19:53/JFK~JFK/20200802 20:58/DL1222/OP DL1222/Y/20200803 00:27/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
DCA/20200801 06:00/DL2796/OP DL2796/Y/20200801 07:18/JFK~JFK/20200801 08:05/DL1304/OP DL1304/Y/20200801 11:15/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 06:00/DL2796/OP DL2796/Y/20200802 07:18/JFK~JFK/20200802 08:05/DL1304/OP DL1304/Y/20200802 11:19/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 09:40/DL5857/OP DL5857/Y/20200802 11:03/JFK~JFK/20200802 12:19/DL1177/OP DL1177/Y/20200802 15:40/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
DCA/20200801 11:34/DL5614/OP DL5614/Y/20200801 12:49/JFK~JFK/20200801 15:29/DL1139/OP DL1139/Y/20200801 18:52/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
DCA/20200802 11:34/DL5614/OP DL5614/Y/20200802 12:49/JFK~JFK/20200802 15:29/DL1139/OP DL1139/Y/20200802 18:58/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
DCA/20200731 18:40/DL0955/OP DL0955/Y/20200731 20:24/ATL~ATL/20200731 21:54/DL2057/OP DL2057/Y/20200731 23:45/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200729 18:40/DL0955/OP DL0955/Y/20200729 20:24/ATL~ATL/20200729 21:54/DL2057/OP DL2057/Y/20200729 23:45/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200730 18:40/DL0955/OP DL0955/Y/20200730 20:24/ATL~ATL/20200730 21:54/DL2057/OP DL2057/Y/20200730 23:45/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 18:15/DL2110/OP DL2110/Y/20200801 20:18/ATL~ATL/20200801 21:34/DL2155/OP DL2155/Y/20200801 23:29/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 19:08/DL2079/OP DL2079/Y/20200801 21:07/ATL~ATL/20200801 22:40/DL2248/OP DL2248/Y/20200802 00:32/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 18:15/DL2110/OP DL2110/Y/20200802 20:18/ATL~ATL/20200802 21:30/DL2155/OP DL2155/Y/20200802 23:25/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 20:06/DL2093/OP DL2093/Y/20200802 22:06/ATL~ATL/20200802 22:53/DL2248/OP DL2248/Y/20200803 00:45/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200730 07:00/DL2049/OP DL2049/Y/20200730 08:44/ATL~ATL/20200730 09:38/DL2294/OP DL2294/Y/20200730 11:25/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200731 07:00/DL2049/OP DL2049/Y/20200731 08:44/ATL~ATL/20200731 09:38/DL2294/OP DL2294/Y/20200731 11:25/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200729 10:50/DL1788/OP DL1788/Y/20200729 12:29/ATL~ATL/20200729 13:44/DL1767/OP DL1767/Y/20200729 15:35/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,,,,,,,~31,~standard legroom,~no,OTHER(0),~better,~standard,
DCA/20200730 10:50/DL1788/OP DL1788/Y/20200730 12:29/ATL~ATL/20200730 13:44/DL1767/OP DL1767/Y/20200730 15:35/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,,,,,,,~31,~standard legroom,~no,OTHER(0),~better,~standard,
DCA/20200731 10:50/DL1788/OP DL1788/Y/20200731 12:29/ATL~ATL/20200731 13:44/DL1767/OP DL1767/Y/20200731 15:35/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,,,,,,,~31,~standard legroom,~no,OTHER(0),~better,~standard,
DCA/20200729 12:43/DL0722/OP DL0722/Y/20200729 14:24/ATL~ATL/20200729 15:45/DL1069/OP DL1069/Y/20200729 17:35/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200730 12:43/DL0722/OP DL0722/Y/20200730 14:24/ATL~ATL/20200730 15:45/DL1069/OP DL1069/Y/20200730 17:35/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200731 12:43/DL0722/OP DL0722/Y/20200731 14:24/ATL~ATL/20200731 15:45/DL1069/OP DL1069/Y/20200731 17:35/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200730 14:35/DL1281/OP DL1281/Y/20200730 16:25/ATL~ATL/20200730 18:10/DL1058/OP DL1058/Y/20200730 19:59/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200729 14:35/DL1281/OP DL1281/Y/20200729 16:25/ATL~ATL/20200729 18:10/DL1058/OP DL1058/Y/20200729 19:59/MIA-DL XAVNA0BQ EOU PUBLIC,137.00 USD,DL,MAIN CABIN,1 free & personal item,1st for USD30  - 2nd for USD40,Anytime,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
