Itinerary,Total Amount,Carrier,Brand Name,Carry On Allowance,Checked Bag Allowance,Seat Selection,Cancellation,Advance Change,Seat Pitch,Seat Type,Direct Aisle Access,Portion Shelves,wifis_quality,fresh_foods_quality
DCA/20200730 18:40/DL0955/OP DL0955/Y/20200730 20:24/ATL~ATL/20200730 21:46/DL0795/OP DL0795/Y/20200730 23:20/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200731 18:40/DL0955/OP DL0955/Y/20200731 20:24/ATL~ATL/20200731 21:46/DL0795/OP DL0795/Y/20200731 23:20/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 06:00/DL2333/OP DL2333/Y/20200801 07:45/ATL~ATL/20200801 08:28/DL2444/OP DL2444/Y/20200801 10:05/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 06:00/DL2333/OP DL2333/Y/20200802 07:45/ATL~ATL/20200802 08:28/DL2444/OP DL2444/Y/20200802 10:05/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 11:10/DL2306/OP DL2306/Y/20200801 13:01/ATL~ATL/20200801 14:33/DL2195/OP DL2195/Y/20200801 16:16/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 11:10/DL2306/OP DL2306/Y/20200802 13:01/ATL~ATL/20200802 14:33/DL2195/OP DL2195/Y/20200802 16:16/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 13:13/DL2985/OP DL2985/Y/20200801 15:16/ATL~ATL/20200801 16:20/DL2328/OP DL2328/Y/20200801 18:04/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 13:13/DL2985/OP DL2985/Y/20200802 15:16/ATL~ATL/20200802 16:20/DL2328/OP DL2328/Y/20200802 18:04/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 18:15/DL2110/OP DL2110/Y/20200801 20:18/ATL~ATL/20200801 21:05/DL2702/OP DL2702/Y/20200801 22:47/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 19:08/DL2079/OP DL2079/Y/20200801 21:07/ATL~ATL/20200801 22:20/DL2433/OP DL2433/Y/20200801 23:59/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 18:15/DL2110/OP DL2110/Y/20200802 20:18/ATL~ATL/20200802 21:05/DL2702/OP DL2702/Y/20200802 22:47/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 19:08/DL2079/OP DL2079/Y/20200802 21:07/ATL~ATL/20200802 22:20/DL2433/OP DL2433/Y/20200802 23:59/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 08:00/DL2211/OP DL2211/Y/20200801 09:53/ATL~ATL/20200801 10:37/DL2362/OP DL2362/Y/20200801 12:15/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 08:00/DL2211/OP DL2211/Y/20200802 09:53/ATL~ATL/20200802 10:37/DL2362/OP DL2362/Y/20200802 12:15/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 12:13/DL2220/OP DL2220/Y/20200801 14:08/ATL~ATL/20200801 16:20/DL2328/OP DL2328/Y/20200801 18:04/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 12:13/DL2220/OP DL2220/Y/20200802 14:08/ATL~ATL/20200802 16:20/DL2328/OP DL2328/Y/20200802 18:04/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 15:07/DL2091/OP DL2091/Y/20200801 17:05/ATL~ATL/20200801 18:34/DL2319/OP DL2319/Y/20200801 20:13/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 17:09/DL3032/OP DL3032/Y/20200801 19:12/ATL~ATL/20200801 21:05/DL2702/OP DL2702/Y/20200801 22:47/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 18:15/DL2110/OP DL2110/Y/20200801 20:18/ATL~ATL/20200801 22:20/DL2433/OP DL2433/Y/20200801 23:59/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 10:10/DL2348/OP DL2348/Y/20200802 11:59/ATL~ATL/20200802 14:33/DL2195/OP DL2195/Y/20200802 16:16/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 15:07/DL2091/OP DL2091/Y/20200802 17:05/ATL~ATL/20200802 18:34/DL2319/OP DL2319/Y/20200802 20:20/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 18:15/DL2110/OP DL2110/Y/20200802 20:18/ATL~ATL/20200802 22:20/DL2433/OP DL2433/Y/20200802 23:59/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200726 07:00/DL2049/OP DL2049/Y/20200726 08:44/ATL~ATL/20200726 12:01/DL1813/OP DL1813/Y/20200726 13:35/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200727 07:00/DL2049/OP DL2049/Y/20200727 08:44/ATL~ATL/20200727 12:01/DL1813/OP DL1813/Y/20200727 13:35/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200728 07:00/DL2049/OP DL2049/Y/20200728 08:44/ATL~ATL/20200728 12:01/DL1813/OP DL1813/Y/20200728 13:35/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200729 07:00/DL2049/OP DL2049/Y/20200729 08:44/ATL~ATL/20200729 12:01/DL1813/OP DL1813/Y/20200729 13:35/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200730 07:00/DL2049/OP DL2049/Y/20200730 08:44/ATL~ATL/20200730 12:01/DL1813/OP DL1813/Y/20200730 13:35/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200731 07:00/DL2049/OP DL2049/Y/20200731 08:44/ATL~ATL/20200731 12:01/DL1813/OP DL1813/Y/20200731 13:35/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200726 12:43/DL0722/OP DL0722/Y/20200726 14:24/ATL~ATL/20200726 17:38/DL2444/OP DL2444/Y/20200726 19:15/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200727 12:43/DL0722/OP DL0722/Y/20200727 14:24/ATL~ATL/20200727 17:38/DL2444/OP DL2444/Y/20200727 19:15/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200728 12:43/DL0722/OP DL0722/Y/20200728 14:24/ATL~ATL/20200728 17:38/DL2444/OP DL2444/Y/20200728 19:15/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200729 12:43/DL0722/OP DL0722/Y/20200729 14:24/ATL~ATL/20200729 17:38/DL2444/OP DL2444/Y/20200729 19:15/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200730 12:43/DL0722/OP DL0722/Y/20200730 14:24/ATL~ATL/20200730 17:38/DL2444/OP DL2444/Y/20200730 19:15/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200731 12:43/DL0722/OP DL0722/Y/20200731 14:24/ATL~ATL/20200731 17:38/DL2444/OP DL2444/Y/20200731 19:15/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 06:59/DL2049/OP DL2049/Y/20200801 08:59/ATL~ATL/20200801 10:37/DL2362/OP DL2362/Y/20200801 12:15/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200802 06:59/DL2049/OP DL2049/Y/20200802 08:59/ATL~ATL/20200802 10:37/DL2362/OP DL2362/Y/20200802 12:15/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
DCA/20200801 11:10/DL2306/OP DL2306/Y/20200801 13:01/ATL~ATL/20200801 16:20/DL2328/OP DL2328/Y/20200801 18:04/RSW-DL TAUNA0BQ EOU PUBLIC,105.74 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
