Itinerary,Total Amount,Carrier,Brand Name,Carry On Allowance,Checked Bag Allowance,Seat Selection,Cancellation,Advance Change,Seat Pitch,Seat Type,Direct Aisle Access,Portion Shelves,wifis_quality,fresh_foods_quality
IAD/20200728 18:00/UA0052/OP UA0052/Y/20200729 08:05/ZRH~ZRH/20200729 14:40/LX3604/OP LH1191/Y/20200729 15:40/FRA~FRA/20200729 18:10/LH0712/OP LH0712/Y/20200730 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200729 18:00/UA0052/OP UA0052/Y/20200730 08:05/ZRH~ZRH/20200730 14:40/LX3604/OP LH1191/Y/20200730 15:40/FRA~FRA/20200730 18:10/LH0712/OP LH0712/Y/20200731 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200730 18:00/UA0052/OP UA0052/Y/20200731 08:05/ZRH~ZRH/20200731 14:40/LX3604/OP LH1191/Y/20200731 15:40/FRA~FRA/20200731 18:10/LH0712/OP LH0712/Y/20200801 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~32~31,above average legroom~above average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~n/a~standard,
IAD/20200727 18:00/UA0052/OP UA0052/Y/20200728 08:05/ZRH~ZRH/20200728 09:35/LH1185/OP LH1185/Y/20200728 10:35/FRA~FRA/20200728 18:10/LH0712/OP LH0712/Y/20200729 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~32~31,above average legroom~above average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~n/a~standard,
IAD/20200728 18:00/UA0052/OP UA0052/Y/20200729 08:05/ZRH~ZRH/20200729 09:35/LH1185/OP LH1185/Y/20200729 10:35/FRA~FRA/20200729 18:10/LH0712/OP LH0712/Y/20200730 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~32~31,above average legroom~above average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~n/a~standard,
IAD/20200729 18:00/UA0052/OP UA0052/Y/20200730 08:05/ZRH~ZRH/20200730 09:35/LH1185/OP LH1185/Y/20200730 10:35/FRA~FRA/20200730 18:10/LH0712/OP LH0712/Y/20200731 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~32~31,above average legroom~above average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~n/a~standard,
IAD/20200730 18:00/UA0052/OP UA0052/Y/20200731 08:05/ZRH~ZRH/20200731 09:35/LH1185/OP LH1185/Y/20200731 10:35/FRA~FRA/20200731 18:10/LH0712/OP LH0712/Y/20200801 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~32~31,above average legroom~above average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~n/a~standard,
IAD/20200727 18:00/UA0052/OP UA0052/Y/20200728 08:05/ZRH~ZRH/20200728 10:40/LH1187/OP LH1187/Y/20200728 11:40/FRA~FRA/20200728 18:10/LH0712/OP LH0712/Y/20200729 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200728 18:00/UA0052/OP UA0052/Y/20200729 08:05/ZRH~ZRH/20200729 10:40/LH1187/OP LH1187/Y/20200729 11:40/FRA~FRA/20200729 18:10/LH0712/OP LH0712/Y/20200730 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200729 18:00/UA0052/OP UA0052/Y/20200730 08:05/ZRH~ZRH/20200730 10:40/LH1187/OP LH1187/Y/20200730 11:40/FRA~FRA/20200730 18:10/LH0712/OP LH0712/Y/20200731 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200730 18:00/UA0052/OP UA0052/Y/20200731 08:05/ZRH~ZRH/20200731 10:40/LH1187/OP LH1187/Y/20200731 11:40/FRA~FRA/20200731 18:10/LH0712/OP LH0712/Y/20200801 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200727 18:00/UA0052/OP UA0052/Y/20200728 08:05/ZRH~ZRH/20200728 14:40/LH1191/OP LH1191/Y/20200728 15:40/FRA~FRA/20200728 18:10/LH0712/OP LH0712/Y/20200729 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200728 18:00/UA0052/OP UA0052/Y/20200729 08:05/ZRH~ZRH/20200729 14:40/LH1191/OP LH1191/Y/20200729 15:40/FRA~FRA/20200729 18:10/LH0712/OP LH0712/Y/20200730 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200729 18:00/UA0052/OP UA0052/Y/20200730 08:05/ZRH~ZRH/20200730 14:40/LH1191/OP LH1191/Y/20200730 15:40/FRA~FRA/20200730 18:10/LH0712/OP LH0712/Y/20200731 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200727 18:00/UA0052/OP UA0052/Y/20200728 08:05/ZRH~ZRH/20200728 12:10/LH5775/OP LX1072/Y/20200728 13:15/FRA~FRA/20200728 18:10/LH0712/OP LH0712/Y/20200729 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~29~31,above average legroom~below average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~standard~standard,
IAD/20200728 18:00/UA0052/OP UA0052/Y/20200729 08:05/ZRH~ZRH/20200729 12:10/LH5775/OP LX1072/Y/20200729 13:15/FRA~FRA/20200729 18:10/LH0712/OP LH0712/Y/20200730 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~29~31,above average legroom~below average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~standard~standard,
IAD/20200729 18:00/UA0052/OP UA0052/Y/20200730 08:05/ZRH~ZRH/20200730 12:10/LH5775/OP LX1072/Y/20200730 13:15/FRA~FRA/20200730 18:10/LH0712/OP LH0712/Y/20200731 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~29~31,above average legroom~below average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~standard~standard,
IAD/20200730 18:00/UA0052/OP UA0052/Y/20200731 08:05/ZRH~ZRH/20200731 12:10/LH5775/OP LX1072/Y/20200731 13:15/FRA~FRA/20200731 18:10/LH0712/OP LH0712/Y/20200801 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~29~31,above average legroom~below average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~standard~standard,
IAD/20200727 18:00/UA0052/OP UA0052/Y/20200728 08:05/ZRH~ZRH/20200728 15:35/LH5777/OP LX1074/Y/20200728 16:40/FRA~FRA/20200728 18:10/LH0712/OP LH0712/Y/20200729 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~29~31,above average legroom~below average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~standard~standard,
IAD/20200728 18:00/UA0052/OP UA0052/Y/20200729 08:05/ZRH~ZRH/20200729 15:35/LH5777/OP LX1074/Y/20200729 16:40/FRA~FRA/20200729 18:10/LH0712/OP LH0712/Y/20200730 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~29~31,above average legroom~below average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~standard~standard,
IAD/20200729 18:00/UA0052/OP UA0052/Y/20200730 08:05/ZRH~ZRH/20200730 15:35/LH5777/OP LX1074/Y/20200730 16:40/FRA~FRA/20200730 18:10/LH0712/OP LH0712/Y/20200731 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~29~31,above average legroom~below average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~standard~standard,
IAD/20200730 18:00/UA0052/OP UA0052/Y/20200731 08:05/ZRH~ZRH/20200731 15:35/LH5777/OP LX1074/Y/20200731 16:40/FRA~FRA/20200731 18:10/LH0712/OP LH0712/Y/20200801 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~29~31,above average legroom~below average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~standard~standard,
IAD/20200730 18:00/UA0052/OP UA0052/Y/20200731 08:05/ZRH~ZRH/20200731 14:40/LH1191/OP LH1191/Y/20200731 15:40/FRA~FRA/20200731 18:10/LH0712/OP LH0712/Y/20200801 11:25/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~32~31,above average legroom~above average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~n/a~standard,
IAD/20200728 18:00/UA0052/OP UA0052/Y/20200729 08:05/ZRH~ZRH/20200729 09:20/LX3618/OP LH2367/Y/20200729 10:10/MUC~MUC/20200729 15:35/LH0718/OP LH0718/Y/20200730 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200730 18:00/UA0052/OP UA0052/Y/20200731 08:05/ZRH~ZRH/20200731 09:20/LX3618/OP LH2367/Y/20200731 10:10/MUC~MUC/20200731 15:35/LH0718/OP LH0718/Y/20200801 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200727 18:00/UA0052/OP UA0052/Y/20200728 08:05/ZRH~ZRH/20200728 13:15/LX3620/OP LH2369/Y/20200728 14:05/MUC~MUC/20200728 15:35/LH0718/OP LH0718/Y/20200729 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~31~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~n/a~standard,
IAD/20200728 18:00/UA0052/OP UA0052/Y/20200729 08:05/ZRH~ZRH/20200729 13:15/LX3620/OP LH2369/Y/20200729 14:05/MUC~MUC/20200729 15:35/LH0718/OP LH0718/Y/20200730 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~31~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~n/a~standard,
IAD/20200730 18:00/UA0052/OP UA0052/Y/20200731 08:05/ZRH~ZRH/20200731 13:15/LX3620/OP LH2369/Y/20200731 14:05/MUC~MUC/20200731 15:35/LH0718/OP LH0718/Y/20200801 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~31~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~n/a~standard,
IAD/20200727 18:00/UA0052/OP UA0052/Y/20200728 08:05/ZRH~ZRH/20200728 09:20/LX3618/OP LH2367/Y/20200728 10:10/MUC~MUC/20200728 15:35/LH0718/OP LH0718/Y/20200729 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200729 18:00/UA0052/OP UA0052/Y/20200730 08:05/ZRH~ZRH/20200730 09:20/LX3618/OP LH2367/Y/20200730 10:10/MUC~MUC/20200730 15:35/LH0718/OP LH0718/Y/20200731 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200729 18:00/UA0052/OP UA0052/Y/20200730 08:05/ZRH~ZRH/20200730 13:15/LX3620/OP LH2369/Y/20200730 14:05/MUC~MUC/20200730 15:35/LH0718/OP LH0718/Y/20200731 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200728 18:00/UA0052/OP UA0052/Y/20200729 08:05/ZRH~ZRH/20200729 09:20/LH2367/OP LH2367/Y/20200729 10:10/MUC~MUC/20200729 15:35/LH0718/OP LH0718/Y/20200730 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200730 18:00/UA0052/OP UA0052/Y/20200731 08:05/ZRH~ZRH/20200731 09:20/LH2367/OP LH2367/Y/20200731 10:10/MUC~MUC/20200731 15:35/LH0718/OP LH0718/Y/20200801 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200727 18:00/UA0052/OP UA0052/Y/20200728 08:05/ZRH~ZRH/20200728 13:15/LH2369/OP LH2369/Y/20200728 14:05/MUC~MUC/20200728 15:35/LH0718/OP LH0718/Y/20200729 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~31~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~n/a~standard,
IAD/20200728 18:00/UA0052/OP UA0052/Y/20200729 08:05/ZRH~ZRH/20200729 13:15/LH2369/OP LH2369/Y/20200729 14:05/MUC~MUC/20200729 15:35/LH0718/OP LH0718/Y/20200730 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~31~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~n/a~standard,
IAD/20200727 18:00/UA0052/OP UA0052/Y/20200728 08:05/ZRH~ZRH/20200728 12:10/LH5785/OP LX1104/Y/20200728 13:10/MUC~MUC/20200728 15:35/LH0718/OP LH0718/Y/20200729 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~29~31,above average legroom~below average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~standard~standard,
IAD/20200728 18:00/UA0052/OP UA0052/Y/20200729 08:05/ZRH~ZRH/20200729 12:10/LH5785/OP LX1104/Y/20200729 13:10/MUC~MUC/20200729 15:35/LH0718/OP LH0718/Y/20200730 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~29~31,above average legroom~below average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~standard~standard,
IAD/20200729 18:00/UA0052/OP UA0052/Y/20200730 08:05/ZRH~ZRH/20200730 12:10/LH5785/OP LX1104/Y/20200730 13:10/MUC~MUC/20200730 15:35/LH0718/OP LH0718/Y/20200731 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~29~31,above average legroom~below average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~standard~standard,
IAD/20200730 18:00/UA0052/OP UA0052/Y/20200731 08:05/ZRH~ZRH/20200731 12:10/LH5785/OP LX1104/Y/20200731 13:10/MUC~MUC/20200731 15:35/LH0718/OP LH0718/Y/20200801 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~29~31,above average legroom~below average legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~standard~standard,
IAD/20200730 18:00/UA0052/OP UA0052/Y/20200731 08:05/ZRH~ZRH/20200731 13:15/LH2369/OP LH2369/Y/20200731 14:05/MUC~MUC/20200731 15:35/LH0718/OP LH0718/Y/20200801 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~31~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~n/a~standard,standard~n/a~standard,
IAD/20200727 18:00/UA0052/OP UA0052/Y/20200728 08:05/ZRH~ZRH/20200728 09:20/LH2367/OP LH2367/Y/20200728 10:10/MUC~MUC/20200728 15:35/LH0718/OP LH0718/Y/20200729 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
IAD/20200729 18:00/UA0052/OP UA0052/Y/20200730 08:05/ZRH~ZRH/20200730 09:20/LH2367/OP LH2367/Y/20200730 10:10/MUC~MUC/20200730 15:35/LH0718/OP LH0718/Y/20200731 08:45/ICN-UA QKX3OUTE SIP PUBLIC,1102.50 USD,UA,,,,,,,32~30~31,above average legroom~standard legroom~standard legroom,no~no~no,OTHER(0),standard~better~standard,standard~n/a~standard,
