WAS,LAX,US
WAS,MIA,US
WAS,RSW,US
WAS,NYC,US
WAS,SEL,KR
WAS,MBJ,JM
WAS,PVR,MX
WAS,SJD,MX
WAS,MSY,US
AKL,CHC,NZ
